"ID","Depth.Fraction","perC","perN","BD","stoC","stoN"
34,"20 to 30",0.00372440483333333,0.000211861166666667,1.4388989765,5368.81950869767,304.475860990623
34,"30 to 40",0.0026173734047619,0.000134581583333333,1.682734456,4387.93957260959,225.081332245543
34,"10 to 20",0.0209443283333333,0.00137382472222222,1.03356850366667,18683.4684094884,1228.78259145081
34,"0 to 10",0.0469031153333333,0.00357447233333333,0.456596852333333,24306.494473736,1842.41111077373
34,"40 to 50",0.00242847757142857,0.000106739,1.546060218,3906.95161911818,171.72244610344
32,"30 to 40",0.00170843822222222,0.000128904666666667,1.73766125133333,2970.78145842957,225.774377839561
32,"10 to 20",0.0156519919166667,0.00112931725,1.24449452733333,19555.9361966865,1410.87393344487
32,"0 to 10",0.0369726323333333,0.00278762366666667,0.658426343333333,24378.026970601,1837.72651408062
32,"40 to 50",0.0103428885,0.000726066166666667,1.70418480433333,17991.2361369413,1259.75738609214
32,"20 to 30",0.00562467955555556,0.000394315472222222,1.326227573,7648.54345121563,531.917770279671
13,"20 to 30",0.0116728871666667,0.000647696416666667,1.7367130675,14634.3402730853,806.141104434507
13,"40 to 50",0.002549658,0.000250497666666667,1.813972577,4625.00969272867,454.39589793582
13,"10 to 20",0.0130170481111111,0.000911938333333333,1.24735210533333,13616.9285506978,971.003534070562
13,"30 to 40",0.00516755466666667,0.000372071333333333,1.75332994,9060.42831365339,652.363808549053
13,"0 to 10",0.0307854825555556,0.001930374,0.710697812,22030.3682229029,1379.65122000873
36,"0 to 10",0.0515206701111111,0.00353636622222222,0.716876433666667,36834.4665181462,2529.37374746159
36,"40 to 50",0.001306574,8.54e-05,1.343060409,1754.80781082877,114.6973589286
36,"10 to 20",0.0259052255,0.00149629483333333,1.05295725433333,27336.6237151507,1580.20145792607
36,"20 to 30",0.012812988,0.000739067777777778,1.45256537166667,10546.9632595964,573.427504077993
36,"30 to 40",0.0020931145,0.000156203666666667,1.049695173,2197.13218718631,163.966234904901
4,"0 to 10",0.0320343384444444,0.00242518311111111,0.917932568333333,29354.4391652064,2224.69098593218
4,"10 to 20",0.020586092,0.00139276822222222,0.900445670333333,13612.2056608731,938.320426439803
4,"20 to 30",NA,NA,NA,NA,NA
4,"30 to 40",NA,NA,NA,NA,NA
4,"40 to 50",NA,NA,NA,NA,NA
2,"30 to 40",0.0197483553333333,0.00113889333333333,1.053286342,8623.66326447844,487.288206494593
2,"40 to 50",0.009588866,0.000614988,1.310468385,12565.9057410014,805.92233115438
2,"20 to 30",0.0226745016666667,0.00145766802222222,1.01680697,23287.2471967512,1482.92612407163
2,"0 to 10",0.0528179301111111,0.003768297,0.643049720333333,33896.0204943593,2416.24530808329
2,"10 to 20",0.0400306589111111,0.00256440213333333,0.871934334,34824.5572788944,2232.53512128245
14,"10 to 20",0.0220969995555556,0.00110015802777778,1.39949395566667,25780.4794175573,1274.51018590792
14,"0 to 10",0.0315649467777778,0.0020558005,0.777102859333333,28183.6829494022,1840.13812043716
14,"30 to 40",0.0139928416666667,0.000775722,1.495950444,20932.5977040717,1160.44167032057
14,"40 to 50",0.02621791,0.001239784,0.521126838,13662.8565372686,646.084715722992
14,"20 to 30",0.0123859064444444,0.000656118277777778,0.965370561,9780.85045095156,506.384181604135
12,"40 to 50",0.0115292915833333,0.000927603333333333,1.35351717066667,15612.0701744678,1247.90355540399
12,"30 to 40",0.0231805627833333,0.00153669075555556,1.19909687833333,27676.2898987897,1833.76754567614
12,"0 to 10",0.0405968323611111,0.00338216188888889,0.991726373333333,40336.607377557,3344.87231730973
12,"20 to 30",0.0284845925,0.00195220466666667,1.06438482533333,30315.0548174884,2077.51806131817
12,"10 to 20",0.0301886628888889,0.00218822777777778,0.933889208666667,28231.2393394514,2045.8095205791
9,"10 to 20",0.0254282444444444,0.001974834,0.973861024,24408.2768889941,1910.98695539996
9,"20 to 30",0.0223774565555556,0.00143349466666667,0.988641176,17897.7535670762,1143.21017811938
9,"0 to 10",0.0416596795833333,0.00314325338888889,0.808296998666667,33459.8115807604,2527.52149715129
9,"30 to 40",0.015840626,0.00101062166666667,1.084829399,17184.3767833638,1096.35209526638
9,"40 to 50",0.0187566016666667,0.000962343333333333,2.673138308,10027.7980886127,514.495365956349
19,"10 to 20",0.0250266684444444,0.00196442188888889,1.02890505666667,25744.368920456,2015.85798131362
19,"30 to 40",0.00954716511111111,0.000754653555555556,1.09977363733333,9533.40635465887,753.948424478804
19,"40 to 50",0.00918608066666667,0.000656289,1.23890415,11380.6734601681,813.07916569935
19,"20 to 30",0.0180701015555556,0.00132822633333333,1.13096749533333,20627.3322099058,1494.095436581
19,"0 to 10",0.0411235379444444,0.00365865061111111,0.737008374333333,30333.1453576408,2698.9339199234
10,"40 to 50",0.0101710863333333,0.000628082666666667,1.083657024,11021.9691468271,680.626193385984
10,"20 to 30",0.0234037391111111,0.00160298127777778,0.926748005666667,20999.1902802047,1451.49419036943
10,"30 to 40",0.0244342396111111,0.00113616983333333,1.04319569066667,23703.1104515893,1130.24833640017
10,"10 to 20",0.0253839413333333,0.00202560066666667,1.07066628666667,26990.2514990402,2147.36690884203
10,"0 to 10",0.0340769816666667,0.00273649577777778,0.69539112,23674.6649197596,1898.90173337702
20,"30 to 40",0.0497883058888889,0.00229986794444444,1.018456522,50804.1610279581,2343.16772029886
20,"40 to 50",0.0227112973333333,0.00142872804444444,0.830448714666667,18630.7339644019,1149.96958152524
20,"20 to 30",0.0369226713333333,0.00172230244444444,1.02225337133333,37921.4219241672,1773.1440915427
20,"10 to 20",0.0401690395555556,0.00205569533333333,0.97942672,39132.3561426786,2010.11224926951
20,"0 to 10",0.0570291595555556,0.00353558555555556,0.717851356,40889.2623187854,2535.15352530041
28,"0 to 10",0.0365601982222222,0.00267222344444444,0.7900484,30517.422184941,2232.24222346498
28,"10 to 20",0.0169345712777778,0.00103757041666667,1.117123187,19581.8754613697,1197.91230200051
28,"20 to 30",0.019916827,0.00103815893333333,1.32602600666667,26142.8563627772,1367.84035183997
28,"40 to 50",NA,NA,NA,NA,NA
28,"30 to 40",NA,NA,0.9768660065,NA,NA
35,"30 to 40",0.00587954266666667,0.000521160333333333,3.201472167,9411.59610101115,834.240150855554
35,"40 to 50",NA,NA,NA,NA,NA
35,"20 to 30",0.00473421633333333,0.000393330888888889,1.36631594033333,6187.1211650498,510.620008330954
35,"0 to 10",0.0427037601111111,0.00383190777777778,0.676859368666667,28920.1304949141,2595.48825768099
35,"10 to 20",0.0179448793333333,0.00184619344444444,1.11949467533333,19563.0447806377,1988.81723801453
31,"20 to 30",0.0231079115555556,0.00137638561111111,1.03703763666667,23290.5308956523,1351.41969333625
31,"0 to 10",0.0394353915555556,0.00275340844444444,0.671129129,26427.4237077398,1847.4852805192
31,"40 to 50",0.0353171808333333,0.00188144161666667,0.942095833,33613.8150293341,1775.46734795318
31,"10 to 20",0.0185489451111111,0.001173702,0.950652113666667,17774.3260372426,1126.67100248676
31,"30 to 40",0.0316347736666667,0.0015178012,1.240928039,37868.6125192945,1816.89384377304
26,"40 to 50",NA,NA,NA,NA,NA
26,"30 to 40",NA,NA,NA,NA,NA
26,"0 to 10",0.0225283206666667,0.0016130295,0.755885668,17122.2574122922,1225.34713495775
26,"20 to 30",NA,NA,NA,NA,NA
26,"10 to 20",0.0191296298888889,0.00118901183333333,0.925028522,10023.0569227795,610.89968739091
